Time;Energy_wh
00:00;11,170643
00:15;368,298544
00:30;276,138207
00:45;78,073452
01:00;58,191139
01:15;13,185778
01:30;13,179529
01:45;13,032957
02:00;11,491953
02:15;10,489011
02:30;6,543729
02:45;2,926003
03:00;2,946628
03:15;2,942527
03:30;2,954506
03:45;2,966129
04:00;0,582626
